dialogueID,nodeID,speakerID,speakerName,speakerType,emotion,text,nextNodeID,questID,rewardIDs,isFollow,choice1,choice1NextNode,choice2,choice2NextNode,choice3,choice3NextNode
rift_1955_dialogue,node017,system,旁白,System,Neutral,当你发表自己的见解时，你感觉身后有人在看着你......但是你没有过多的在意。,node018,,,FALSE,,,,,,
rift_1955_dialogue,node018,system,旁白,System,Neutral,而众人不说话，像是在思考，蒋老师先打破沉寂。,node019,,,FALSE,,,,,,
rift_1955_dialogue,node019,teacher,教师,Npc,Neutral,所以我们最后要培养什么样的学生呢？,node020,,,FALSE,,,,,,
rift_1955_dialogue,node020,all,众人,Npc,Neutral,......,,,,FALSE,我们要培养既懂马列主义又有中国实践的新闻多面手。,node021,,,,
rift_1955_dialogue,node021,player,playerName,Player,Neutral,我们要培养既懂马列主义又有中国实践的新闻多面手。,node022,,,FALSE,,,,,,
rift_1955_dialogue,node022,system,旁白,System,Neutral,根据你所知的高教部和学校对教学计划的要求和规定，你讲述了为什么学生需要既懂马列主义的精华，又要有中国革命的实践；既要所需要的各种课程，又要突出新闻的重点。,node023,,,FALSE,,,,,,
rift_1955_dialogue,node023,system,旁白,System,Neutral,你说起往后的课程除了学习扎实的基础，还可以聘请苏联新闻专家，或者邀请名人名师开启讲座。,node024,,,FALSE,,,,,,
rift_1955_dialogue,node024,reporter,记者,Npc,Neutral,所以在理论方面，我们应该用苏联教材速成，还是从头编写我们自己的教案？,,,,FALSE,我们不妨问问学生。,node025,,,,
rift_1955_dialogue,node025,player,playerName,Player,Neutral,我们不妨问问学生。,node026,,,FALSE,,,,,,
rift_1955_dialogue,node026,system,旁白,System,Neutral,你跟他们描述了学生们如何学习《马克思主义新闻观讲义》、如何仿照华北联大前辈用战地报道当教材，礼堂的学生们争先拿过话筒，声称‘我们还可以亲自去各种各样的现场做采访实践！’——或许学习的人更能体会什么样的知识可以让人受益匪浅。,node027,,,FALSE,,,,,,
rift_1955_dialogue,node027,system,旁白,System,Neutral,但实际上你同他们描述的这些，是来自未来的故事。听的人不知情，眼底闪过一丝向往。,node028,,,FALSE,,,,,,
rift_1955_dialogue,node028,system,旁白,System,Neutral,......时间过了很久，你费了很多口舌说服大家理论和实践结合的重要性、正规新闻系创建的必要性，以及众人对于这次新闻系建立的帮助有多大。,node029,,,FALSE,,,,,,
rift_1955_dialogue,node029,system,旁白,System,Neutral,众人听罢，沉默几秒后纷纷点点头，眼里多了一份坚定。一旁的主任却哈哈大笑起来。,node030,,,FALSE,,,,,,
rift_1955_dialogue,node030,director,主任,Npc,Neutral,哈哈哈哈{playerName}，我见你平时沉默寡言的，没想到现在认真鼓励大家的样子真不赖啊......你说了这么多，我也挺有感触的。{playerName}，我有一个问题想问你。,node031,,,FALSE,,,,,,
rift_1955_dialogue,node031,player,playerName,Player,Neutral,请讲。,node032,,,FALSE,,,,,,
rift_1955_dialogue,node032,director,主任,Npc,Neutral,你说我们这些人，又不会务农也不会拿起武器战斗，徒有笔杆子写写文字，做报道做宣传。你说我们做的这一切意义是什么呢？,node033,,,FALSE,,,,,,
rift_1955_dialogue,node033,player,playerName,Player,Neutral,意义？,node034,,,FALSE,,,,,,
rift_1955_dialogue,node034,player,playerName,Player,Neutral,......,node035,,,FALSE,,,,,,
rift_1955_dialogue,node035,system,旁白,System,Neutral,这不是代表沉默，只是渐渐的你那坚定的声音离耳膜越来越远，直到你自己也听不见。有这么一瞬间的意外，你就这么看着时空裂缝扭曲的边缘再次出现在眼前，桌上认真商讨的三个人的身影和记忆逐渐重叠然后消失，晃眼瞥见另一头来自未来的光景。,node036,,,FALSE,,,,,,
rift_1955_dialogue,node036,system,旁白,System,Neutral,你看见天晴了。,,,,FALSE,,,,,,
